id,Sentence,Aspect Term,polarity,from,to,cleaned_sentence,processed_sentence,aspect_category,predicted_sentiment
988,The food is delicious.,food,positive,4,8,the food is delicious,food delicious,food,positive
2963,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wines by the glass,positive,6,24,their wines by the glass are a great accompaniment and you can eat like a king with wine for under ,wine glass great accompaniment eat like king wine,food,positive
2963,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral,84,88,their wines by the glass are a great accompaniment and you can eat like a king with wine for under ,wine glass great accompaniment eat like king wine,food,positive
3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,positive,5,10,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time,place correct ambience excellent staff feel like guest friend time,location,positive
3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive,31,39,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time,place correct ambience excellent staff feel like guest friend time,ambience,positive
3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,positive,57,62,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time,place correct ambience excellent staff feel like guest friend time,service,positive
246,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,salt,negative,81,85,yeah shanghai is also great but not quite as good  they use the same amount of salt but without sweetness to balance out,yeah shanghai great good use salt sweetness balance,others,negative
1771,"believe us, we've been eating sushi for over 15 yrs.",sushi,neutral,30,35,believe us weve been eating sushi for over  yrs,believe ve eat sushi yr,food,neutral
1394,The atmosphere is much better than Sripraphai (more modern and sleek).,atmosphere,positive,4,14,the atmosphere is much better than sripraphai more modern and sleek,atmosphere well sripraphai modern sleek,ambience,positive
3642,"The food is outstanding and the service is quick, friendly and very professional.",food,positive,4,8,the food is outstanding and the service is quick friendly and very professional,food outstanding service quick friendly professional,food,positive
3642,"The food is outstanding and the service is quick, friendly and very professional.",service,positive,32,39,the food is outstanding and the service is quick friendly and very professional,food outstanding service quick friendly professional,service,positive
2159,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,positive,4,10,the bagels always warm soft on the inside crispy on the outside and enormous in size,bagel warm soft inside crispy outside enormous size,food,positive
1708,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,neutral,13,19,i had a late dinner at lucky stike a great name for a joint if ever i saw one,late dinner lucky stike great joint see,food,positive
1061,Service is fast and friendly.,Service,positive,0,7,service is fast and friendly,service fast friendly,service,positive
3136,from an English speaking staff.,staff,neutral,25,30,from an english speaking staff,english speaking staff,service,neutral
1514,And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,positive,30,42,and they have these home made potato chips at the bar that are the most delicious things in the world,home potato chip bar delicious thing world,food,positive
1514,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,neutral,50,53,and they have these home made potato chips at the bar that are the most delicious things in the world,home potato chip bar delicious thing world,food,positive
